event_number,track_id,step_number,x,y,z,ux,uy,uz,angle,step_length,track_length,E_kin,E_dep
12,1,4,-0.103,0.152,-0.130,0.345,0.222,-0.912,27.928,0.254,0.860,38.173,4.088
12,1,5,-0.068,0.175,-0.222,0.826,0.418,0.379,79.958,0.216,1.076,31.244,6.929
12,1,6,-0.007,0.205,-0.195,-0.706,-0.707,0.042,129.997,0.159,1.235,28.807,2.437
12,1,7,-0.053,0.160,-0.192,0.282,0.958,0.052,49.824,0.140,1.375,27.758,1.050
12,1,8,-0.036,0.218,-0.189,-0.274,0.859,0.432,79.440,0.133,1.508,26.100,1.658
12,1,9,-0.051,0.265,-0.165,0.077,0.996,-0.049,45.620,0.121,1.629,20.138,5.962
12,1,10,-0.048,0.302,-0.167,0.567,0.559,-0.605,22.039,0.084,1.713,15.939,4.198
12,1,11,-0.033,0.317,-0.182,0.934,0.322,-0.153,58.465,0.061,1.774,13.161,2.778
12,1,12,-0.015,0.323,-0.185,-0.154,0.258,0.954,124.108,0.048,1.822,12.156,1.005
12,1,13,-0.018,0.327,-0.169,-0.847,0.227,-0.481,71.643,0.044,1.867,9.934,2.222
12,1,14,-0.029,0.330,-0.175,0.465,-0.860,0.211,127.677,0.036,1.902,7.829,2.106
12,1,15,-0.025,0.322,-0.173,-0.555,-0.180,-0.812,69.234,0.029,1.931,4.211,3.617
12,1,16,-0.027,0.322,-0.176,-0.535,-0.202,0.821,147.713,0.018,1.949,1.007,3.204
12,1,17,-0.027,0.322,-0.176,-0.535,-0.202,0.821,147.713,0.003,1.952,0.000,1.007
13,1,0,0.000,0.000,0.000,0.606,-0.703,0.373,0.000,0.000,0.000,50.000,0.000
13,1,2,0.096,-0.111,0.059,0.171,0.973,0.152,121.580,0.332,0.334,45.086,4.914
13,1,3,0.119,0.018,0.079,-0.548,-0.728,-0.412,88.503,0.282,0.616,42.539,2.548
13,1,4,0.053,-0.070,0.030,-0.634,-0.002,-0.773,132.200,0.257,0.873,35.370,7.169
13,1,5,-0.004,-0.070,-0.040,0.489,-0.413,-0.768,72.548,0.192,1.065,28.761,6.609
13,1,6,0.027,-0.097,-0.089,0.046,0.051,0.998,68.632,0.140,1.205,26.673,2.087
13,1,7,0.030,-0.094,-0.032,1.000,-0.006,0.012,52.094,0.125,1.330,23.065,3.608
13,1,8,0.075,-0.094,-0.031,0.012,0.980,-0.197,139.028,0.101,1.431,20.883,2.182
13,1,9,0.076,-0.056,-0.039,0.177,0.785,0.594,102.857,0.088,1.519,19.064,1.819
13,1,10,0.082,-0.029,-0.019,-0.117,0.046,-0.992,118.268,0.078,1.596,17.178,1.885
13,1,11,0.078,-0.028,-0.048,0.596,-0.787,-0.158,31.210,0.067,1.664,14.798,2.380
13,1,12,0.092,-0.046,-0.051,0.555,-0.635,0.537,10.570,0.056,1.720,12.798,2.000
13,1,13,0.103,-0.058,-0.041,0.919,-0.391,-0.053,35.744,0.047,1.767,11.707,1.091
13,1,14,0.118,-0.064,-0.042,0.286,0.524,-0.802,119.646,0.043,1.809,9.526,2.181
13,1,15,0.121,-0.058,-0.052,-0.621,0.754,-0.215,170.388,0.034,1.843,7.499,2.027
13,1,16,0.116,-0.052,-0.054,-0.844,-0.407,0.350,95.444,0.028,1.871,3.647,3.852
13,1,17,0.113,-0.053,-0.053,-0.621,0.516,-0.589,163.566,0.016,1.887,2.159,1.489
13,1,18,0.112,-0.052,-0.054,-0.621,0.516,-0.589,163.566,0.009,1.897,0.000,2.159
14,1,0,0.000,0.000,0.000,0.198,0.979,-0.038,0.000,0.000,0.000,50.000,0.000
14,1,2,0.031,0.155,-0.006,0.090,-0.181,-0.979,97.015,0.332,0.334,45.199,4.801
14,1,3,0.043,0.131,-0.136,0.090,-0.973,-0.213,157.972,0.283,0.617,38.051,7.148
14,1,4,0.052,0.033,-0.158,0.257,-0.300,-0.919,101.985,0.215,0.832,32.225,5.826
14,1,5,0.072,0.010,-0.229,-0.747,0.399,-0.532,74.742,0.166,0.999,28.046,4.178
14,1,6,0.026,0.035,-0.262,0.896,0.294,0.333,63.077,0.135,1.133,24.547,3.500
14,1,7,0.071,0.049,-0.245,0.667,0.608,0.431,44.682,0.111,1.244,21.203,3.344
14,1,8,0.098,0.074,-0.228,-0.887,-0.459,0.057,128.852,0.090,1.334,18.720,2.483
14,1,9,0.068,0.059,-0.226,-0.084,-0.960,0.267,165.278,0.076,1.409,15.763,2.957
14,1,10,0.066,0.034,-0.219,0.324,0.263,-0.909,69.098,0.060,1.470,15.092,0.671
14,1,11,0.074,0.040,-0.241,0.803,-0.549,-0.232,111.702,0.057,1.527,11.255,3.836
14,1,12,0.086,0.032,-0.244,0.842,-0.053,-0.537,82.230,0.041,1.568,9.465,1.790
14,1,13,0.096,0.031,-0.251,0.886,0.450,0.110,52.230,0.034,1.602,5.471,3.994
14,1,14,0.101,0.034,-0.250,0.041,-0.851,0.524,147.680,0.022,1.624,3.335,2.136
14,1,15,0.101,0.032,-0.249,-0.189,0.596,-0.781,54.869,0.015,1.639,1.348,1.987
14,1,16,0.101,0.032,-0.249,-0.189,0.596,-0.781,54.869,0.005,1.644,0.000,1.348
15,1,0,0.000,0.000,0.000,-0.737,0.192,-0.649,0.000,0.000,0.000,50.000,0.000
15,1,1,-0.001,0.000,-0.001,-0.737,0.192,-0.649,0.000,0.002,0.002,49.947,0.053
15,1,2,-0.116,0.030,-0.103,0.436,-0.825,-0.360,104.243,0.332,0.334,44.231,5.716
15,1,3,-0.060,-0.076,-0.149,0.368,0.906,-0.208,87.805,0.273,0.607,23.962,20.269
15,1,4,-0.043,-0.032,-0.159,-0.983,-0.017,-0.185,32.792,0.107,0.714,21.237,2.725
15,1,5,-0.082,-0.033,-0.166,0.073,0.694,0.716,112.664,0.090,0.804,18.912,2.325
15,1,6,-0.080,-0.009,-0.142,-0.163,-0.450,0.878,122.387,0.077,0.880,16.749,2.163
15,1,7,-0.084,-0.022,-0.118,-0.148,0.210,0.966,118.534,0.065,0.946,14.910,1.839
15,1,8,-0.088,-0.017,-0.095,-0.377,-0.503,-0.777,46.718,0.056,1.002,14.350,0.560
15,1,9,-0.096,-0.028,-0.112,-0.171,-0.895,-0.411,77.265,0.054,1.056,10.990,3.360
15,1,10,-0.098,-0.041,-0.119,-0.692,-0.235,0.683,88.727,0.040,1.095,9.234,1.756
15,1,11,-0.106,-0.044,-0.111,0.163,0.117,0.980,137.145,0.033,1.129,6.758,2.476
15,1,12,-0.105,-0.043,-0.103,-0.715,-0.659,-0.234,56.518,0.026,1.154,5.685,1.073
15,1,13,-0.109,-0.047,-0.105,-0.281,0.421,-0.862,32.079,0.022,1.177,1.517,4.167
15,1,14,-0.110,-0.047,-0.106,-0.281,0.421,-0.862,32.079,0.006,1.182,0.000,1.517
16,1,0,0.000,0.000,0.000,-0.369,-0.734,0.570,0.000,0.000,0.000,50.000,0.000
16,1,2,-0.058,-0.116,0.090,0.107,-0.890,-0.442,68.781,0.332,0.334,46.676,3.324
16,1,3,-0.043,-0.241,0.028,0.930,0.367,0.013,127.271,0.298,0.632,38.213,8.463
16,1,4,0.051,-0.204,0.029,0.091,-0.398,0.913,38.819,0.217,0.849,35.506,2.707
16,1,5,0.059,-0.240,0.112,-0.768,-0.637,-0.070,44.685,0.193,1.042,30.739,4.767
16,1,6,0.004,-0.285,0.107,0.227,0.901,-0.369,162.874,0.155,1.197,28.326,2.413
16,1,7,0.018,-0.229,0.084,0.418,0.892,-0.171,155.084,0.137,1.333,26.731,1.595
16,1,8,0.042,-0.178,0.074,-0.451,0.856,-0.251,127.226,0.125,1.459,23.530,3.201
16,1,9,0.021,-0.137,0.062,-0.212,0.145,0.967,58.467,0.104,1.563,20.233,3.297
16,1,10,0.013,-0.132,0.098,0.422,-0.548,0.722,48.838,0.084,1.647,19.023,1.210
16,1,11,0.028,-0.151,0.122,-0.683,-0.420,0.598,25.682,0.077,1.724,15.720,3.303
16,1,12,0.010,-0.161,0.137,-0.205,0.901,0.383,111.520,0.060,1.784,12.225,3.494
16,1,13,0.007,-0.145,0.144,-0.778,-0.394,-0.489,72.641,0.045,1.829,9.740,2.485
16,1,14,-0.003,-0.150,0.138,0.137,-0.836,-0.532,74.948,0.035,1.864,9.226,0.514
16,1,15,-0.001,-0.160,0.132,-0.096,0.855,-0.510,151.943,0.033,1.898,7.831,1.395
16,1,16,-0.002,-0.152,0.127,-0.143,0.968,0.204,122.798,0.029,1.926,6.258,1.573
16,1,17,-0.003,-0.146,0.128,-0.028,0.423,-0.906,144.728,0.024,1.950,3.621,2.638
16,1,18,-0.003,-0.145,0.126,-0.639,0.597,-0.484,118.587,0.016,1.967,0.000,3.621
17,1,0,0.000,0.000,0.000,0.859,0.293,0.421,0.000,0.000,0.000,50.000,0.000
17,1,2,0.136,0.046,0.067,0.100,-0.984,0.146,98.104,0.332,0.334,30.328,19.672
17,1,3,0.143,-0.023,0.077,-0.243,0.743,0.623,74.259,0.152,0.486,26.084,4.244
17,1,4,0.130,0.018,0.111,0.466,0.864,-0.189,54.990,0.121,0.607,21.567,4.517
17,1,5,0.149,0.054,0.103,0.829,0.104,-0.550,59.264,0.092,0.699,19.147,2.420
17,1,6,0.177,0.057,0.085,-0.165,-0.126,0.978,76.522,0.078,0.777,17.387,1.760
17,1,7,0.172,0.054,0.114,-0.159,-0.462,0.872,84.531,0.069,0.845,13.250,4.138
17,1,8,0.169,0.045,0.131,-0.764,0.643,0.044,116.717,0.049,0.894,12.597,0.653
17,1,9,0.155,0.056,0.131,-0.061,0.529,0.846,62.722,0.046,0.940,12.118,0.478
17,1,10,0.154,0.065,0.146,0.433,-0.026,-0.901,90.817,0.044,0.984,7.395,4.724
17,1,11,0.158,0.065,0.138,0.057,0.881,0.470,59.701,0.027,1.012,5.517,1.878
17,1,12,0.158,0.070,0.141,0.076,-0.361,0.930,69.493,0.022,1.034,1.980,3.537
17,1,13,0.158,0.070,0.142,0.076,-0.361,0.930,69.493,0.008,1.042,0.000,1.980
18,1,0,0.000,0.000,0.000,0.464,0.838,0.287,0.000,0.000,0.000,50.000,0.000
18,1,2,0.074,0.133,0.045,0.684,-0.703,0.195,102.459,0.332,0.334,45.951,4.049
18,1,3,0.167,0.037,0.072,0.532,-0.841,0.098,115.404,0.291,0.625,39.295,6.657
18,1,4,0.223,-0.053,0.083,0.887,-0.442,0.133,85.428,0.226,0.851,33.835,5.459
18,1,5,0.297,-0.089,0.094,-0.033,0.061,0.998,71.230,0.179,1.030,18.422,15.413
18,1,6,0.296,-0.088,0.126,0.899,-0.386,-0.208,88.045,0.074,1.104,16.256,2.166
18,1,7,0.320,-0.098,0.120,-0.122,0.941,-0.317,50.177,0.063,1.167,12.851,3.405
18,1,8,0.318,-0.080,0.114,0.402,-0.320,-0.858,109.135,0.047,1.214,11.306,1.545
18,1,9,0.324,-0.085,0.101,0.684,0.640,-0.350,41.103,0.041,1.255,10.577,0.729
18,1,10,0.334,-0.076,0.096,0.652,-0.587,0.480,92.935,0.038,1.293,5.508,5.069
18,1,11,0.337,-0.079,0.099,0.935,0.291,-0.203,51.708,0.022,1.315,3.120,2.387
18,1,12,0.340,-0.079,0.098,0.890,0.335,-0.310,52.759,0.014,1.330,0.962,2.158
18,1,13,0.340,-0.078,0.098,0.890,0.335,-0.310,52.759,0.003,1.333,0.000,0.962
19,1,0,0.000,0.000,0.000,0.622,-0.772,-0.127,0.000,0.000,0.000,50.000,0.000
19,1,1,0.001,-0.001,-0.000,0.622,-0.772,-0.127,0.000,0.002,0.002,49.955,0.045
19,1,2,0.098,-0.122,-0.020,-0.608,-0.673,-0.422,78.768,0.332,0.334,42.623,7.332
19,1,3,0.025,-0.204,-0.071,-0.358,0.689,0.631,146.561,0.258,0.591,37.023,5.600
19,1,4,-0.010,-0.137,-0.010,-0.910,0.388,-0.145,147.962,0.206,0.797,26.198,10.824
19,1,5,-0.060,-0.116,-0.018,0.153,-0.263,-0.952,65.204,0.122,0.919,23.523,2.675
19,1,6,-0.053,-0.128,-0.063,0.172,-0.982,-0.082,28.903,0.104,1.023,20.963,2.560
19,1,7,-0.046,-0.167,-0.066,0.683,-0.728,0.062,11.669,0.088,1.112,18.348,2.614
19,1,8,-0.024,-0.190,-0.064,-0.908,-0.396,0.137,106.041,0.074,1.185,16.158,2.191
19,1,9,-0.048,-0.200,-0.061,0.984,-0.073,-0.163,46.440,0.062,1.247,15.321,0.836
19,1,10,-0.024,-0.202,-0.065,0.996,0.054,-0.070,54.055,0.058,1.306,13.295,2.027
19,1,11,-0.005,-0.201,-0.066,0.025,0.981,-0.191,135.907,0.049,1.355,12.113,1.181
19,1,12,-0.004,-0.184,-0.069,0.132,0.542,0.830,116.208,0.044,1.399,9.205,2.909
19,1,13,-0.003,-0.178,-0.060,0.593,-0.731,0.337,26.971,0.033,1.432,7.506,1.699
19,1,14,0.002,-0.184,-0.057,0.158,-0.438,0.885,71.054,0.028,1.460,5.971,1.535
19,1,15,0.003,-0.187,-0.051,-0.466,0.648,0.602,150.143,0.023,1.483,5.388,0.583
19,1,16,0.001,-0.183,-0.048,-0.675,-0.583,0.452,91.538,0.022,1.505,3.623,1.765
19,1,17,-0.001,-0.185,-0.047,-0.534,0.215,0.818,126.995,0.016,1.521,2.769,0.854
19,1,18,-0.002,-0.185,-0.045,0.871,-0.316,-0.375,33.489,0.013,1.534,1.687,1.082
19,1,19,-0.001,-0.185,-0.046,0.871,-0.316,-0.375,33.489,0.007,1.540,0.000,1.687
20,1,0,0.000,0.000,0.000,0.893,0.255,-0.372,0.000,0.000,0.000,50.000,0.000
20,1,2,0.141,0.040,-0.059,0.965,-0.211,-0.159,29.986,0.332,0.334,19.320,30.680
20,1,3,0.175,0.033,-0.064,-0.681,0.133,0.720,147.341,0.079,0.413,17.058,2.262
20,1,4,0.155,0.037,-0.044,-0.592,0.616,0.520,124.379,0.067,0.480,14.986,2.072
20,1,5,0.141,0.051,-0.032,0.724,0.012,0.689,66.869,0.057,0.536,10.952,4.034
20,1,6,0.152,0.052,-0.021,-0.304,0.952,-0.047,90.670,0.040,0.576,6.172,4.780
20,1,7,0.150,0.058,-0.022,0.467,0.211,-0.859,37.800,0.024,0.600,4.509,1.663
20,1,8,0.152,0.058,-0.025,-0.831,0.214,0.514,151.415,0.019,0.619,2.044,2.465
20,1,9,0.151,0.059,-0.024,-0.831,0.214,0.514,151.415,0.009,0.628,0.000,2.044
21,1,0,0.000,0.000,0.000,0.007,0.472,0.882,0.000,0.000,0.000,50.000,0.000
21,1,2,-0.014,0.038,0.153,-0.052,0.988,-0.145,70.246,0.332,0.334,43.173,6.827
21,1,3,-0.021,0.160,0.135,0.288,0.402,-0.869,125.036,0.263,0.597,34.405,8.769
21,1,4,0.004,0.194,0.061,0.895,-0.441,0.072,97.919,0.184,0.781,29.766,4.639
21,1,5,0.065,0.164,0.066,0.563,0.196,0.803,36.465,0.147,0.928,26.915,2.851
21,1,6,0.097,0.176,0.112,-0.077,-0.811,0.580,82.668,0.127,1.055,25.000,1.916
21,1,7,0.093,0.134,0.142,-0.875,-0.313,-0.371,118.747,0.114,1.169,22.801,2.199
21,1,8,0.054,0.120,0.126,0.209,0.935,-0.287,79.076,0.099,1.268,20.747,2.054
21,1,9,0.062,0.156,0.114,-0.664,0.237,-0.709,121.170,0.087,1.355,19.243,1.504
21,1,10,0.040,0.164,0.090,-0.651,0.095,-0.754,128.647,0.079,1.434,16.113,3.130
21,1,11,0.023,0.167,0.070,0.802,0.527,0.281,59.879,0.062,1.496,14.206,1.907
21,1,12,0.040,0.178,0.076,0.762,-0.627,0.163,98.399,0.053,1.549,9.229,4.977
21,1,13,0.049,0.171,0.078,0.533,-0.544,-0.648,145.514,0.033,1.582,7.117,2.112
21,1,14,0.053,0.167,0.073,-0.767,-0.466,0.442,80.552,0.027,1.609,5.514,1.602
21,1,15,0.049,0.164,0.076,0.975,-0.216,0.042,93.289,0.022,1.631,3.822,1.693
21,1,16,0.052,0.163,0.076,0.498,-0.166,0.851,47.458,0.017,1.648,1.925,1.896
21,1,17,0.053,0.163,0.077,0.498,-0.166,0.851,47.458,0.008,1.656,0.000,1.925
22,1,0,0.000,0.000,0.000,-0.005,0.722,-0.692,0.000,0.000,0.000,50.000,0.000
22,1,1,-0.000,0.001,-0.001,-0.005,0.722,-0.692,0.000,0.002,0.002,49.926,0.074
22,1,2,-0.001,0.114,-0.109,-0.575,-0.451,-0.683,81.361,0.332,0.333,43.464,6.462
22,1,3,-0.073,0.058,-0.195,0.669,-0.688,-0.282,107.717,0.266,0.599,39.069,4.395
22,1,4,-0.002,-0.015,-0.224,-0.227,0.686,0.692,89.015,0.224,0.824,36.814,2.255
22,1,5,-0.024,0.051,-0.158,0.389,-0.370,-0.844,71.601,0.204,1.028,34.485,2.330
22,1,6,0.010,0.019,-0.231,0.606,-0.259,-0.752,70.678,0.185,1.212,32.270,2.215
22,1,7,0.056,-0.001,-0.289,-0.983,-0.114,-0.145,88.695,0.167,1.379,28.421,3.848
22,1,8,-0.006,-0.008,-0.298,-0.999,-0.008,-0.046,88.226,0.138,1.517,26.271,2.150
22,1,9,-0.061,-0.009,-0.301,-0.695,-0.368,-0.618,80.459,0.122,1.639,23.492,2.779
22,1,10,-0.094,-0.026,-0.330,0.388,0.726,0.569,82.643,0.104,1.743,21.182,2.310
22,1,11,-0.079,0.003,-0.307,0.906,0.422,-0.038,70.938,0.090,1.832,17.053,4.129
22,1,12,-0.053,0.015,-0.308,0.973,0.228,0.040,82.368,0.067,1.899,15.144,1.910
22,1,13,-0.029,0.021,-0.307,0.865,-0.470,0.172,117.572,0.057,1.957,12.894,2.249
22,1,14,-0.013,0.012,-0.304,0.392,-0.905,0.165,140.277,0.047,2.004,12.405,0.489
22,1,15,-0.006,-0.004,-0.301,-0.485,0.129,-0.865,46.063,0.045,2.049,10.203,2.202
22,1,16,-0.013,-0.003,-0.312,0.096,0.799,-0.593,9.241,0.037,2.086,8.915,1.288
22,1,17,-0.012,0.006,-0.319,0.389,0.594,-0.704,23.911,0.032,2.118,6.703,2.212
22,1,18,-0.009,0.011,-0.324,0.069,-0.667,0.742,174.390,0.025,2.144,2.952,3.751
22,1,19,-0.009,0.009,-0.322,0.738,0.574,0.356,80.552,0.014,2.157,0.000,2.952
23,1,0,0.000,0.000,0.000,-0.832,-0.494,0.252,0.000,0.000,0.000,50.000,0.000
23,1,2,-0.132,-0.078,0.040,0.177,0.193,0.965,89.973,0.332,0.334,42.491,7.509
23,1,3,-0.111,-0.055,0.156,-0.040,-0.953,0.299,54.604,0.256,0.591,37.332,5.159
23,1,4,-0.114,-0.148,0.185,-0.985,0.131,-0.115,43.477,0.209,0.799,36.021,1.311
23,1,5,-0.205,-0.136,0.175,-0.629,-0.326,0.705,30.415,0.197,0.997,28.435,7.586
23,1,6,-0.245,-0.157,0.219,0.684,0.696,0.221,148.969,0.138,1.135,24.027,4.408
23,1,7,-0.212,-0.123,0.230,-0.215,0.851,-0.480,111.246,0.107,1.242,18.300,5.727
23,1,8,-0.219,-0.096,0.215,-0.989,-0.073,-0.129,34.232,0.073,1.315,14.989,3.311
23,1,9,-0.242,-0.098,0.212,-0.788,-0.545,0.287,4.375,0.057,1.372,13.270,1.719
23,1,10,-0.257,-0.108,0.217,0.199,0.409,-0.891,126.290,0.049,1.421,10.578,2.692
23,1,11,-0.255,-0.102,0.205,-0.230,-0.660,-0.715,70.278,0.038,1.459,7.710,2.868
23,1,12,-0.257,-0.108,0.198,-0.810,0.354,0.468,51.937,0.028,1.487,6.977,0.733
23,1,13,-0.263,-0.106,0.202,-0.172,0.369,-0.914,105.606,0.026,1.513,3.482,3.495
23,1,14,-0.263,-0.105,0.199,-0.489,0.142,-0.861,83.117,0.016,1.529,0.537,2.945
23,1,15,-0.263,-0.105,0.199,-0.489,0.142,-0.861,83.117,0.001,1.531,0.000,0.537
24,1,0,0.000,0.000,0.000,-0.048,-0.243,-0.969,0.000,0.000,0.000,50.000,0.000
24,1,1,-0.000,-0.000,-0.002,-0.048,-0.243,-0.969,0.000,0.002,0.002,49.787,0.213
24,1,2,-0.008,-0.038,-0.152,-0.469,-0.870,-0.152,67.585,0.330,0.332,41.721,8.066
24,1,3,-0.062,-0.140,-0.170,-0.821,0.249,0.513,121.222,0.249,0.581,38.754,2.967
24,1,4,-0.147,-0.114,-0.117,0.158,0.536,0.829,160.277,0.222,0.802,33.801,4.954
24,1,5,-0.134,-0.070,-0.048,-0.042,0.756,-0.653,63.219,0.179,0.981,31.773,2.027
24,1,6,-0.138,-0.013,-0.097,-0.303,0.441,0.845,155.669,0.163,1.144,29.034,2.740
24,1,7,-0.157,0.016,-0.042,0.430,0.228,0.874,157.273,0.142,1.286,26.511,2.522
24,1,8,-0.133,0.029,0.008,-0.156,0.658,0.737,150.036,0.124,1.410,24.158,2.353
24,1,9,-0.141,0.061,0.044,0.503,-0.433,0.748,130.053,0.108,1.518,20.224,3.934
24,1,10,-0.122,0.045,0.071,-0.170,0.944,-0.284,86.896,0.084,1.602,15.523,4.701
24,1,11,-0.126,0.069,0.064,-0.918,0.064,0.392,110.578,0.059,1.661,13.428,2.095
24,1,12,-0.145,0.070,0.072,-0.363,-0.284,0.887,140.651,0.050,1.711,8.316,5.112
24,1,13,-0.148,0.067,0.081,0.276,-0.263,-0.925,18.821,0.030,1.741,4.764,3.551
24,1,14,-0.147,0.066,0.077,-0.782,-0.612,0.117,85.803,0.020,1.761,3.239,1.525
24,1,15,-0.149,0.064,0.077,0.666,0.579,-0.469,73.622,0.015,1.776,0.000,3.239
25,1,0,0.000,0.000,0.000,0.655,0.047,0.754,0.000,0.000,0.000,50.000,0.000
25,1,2,0.104,0.007,0.119,0.480,-0.329,0.813,24.165,0.332,0.334,35.252,14.748
25,1,3,0.147,-0.022,0.192,0.726,-0.076,-0.684,92.497,0.191,0.525,29.840,5.412
25,1,4,0.196,-0.027,0.145,0.604,-0.666,-0.438,88.009,0.148,0.673,22.664,7.176
25,1,5,0.223,-0.056,0.126,-0.736,-0.517,-0.437,146.728,0.099,0.772,17.896,4.769
25,1,6,0.200,-0.072,0.112,-0.327,0.887,0.327,85.729,0.071,0.843,14.427,3.469
25,1,7,0.193,-0.053,0.120,-0.936,0.176,-0.305,146.630,0.054,0.897,12.522,1.905
25,1,8,0.176,-0.050,0.114,0.551,0.814,0.186,57.360,0.046,0.943,10.422,2.100
